name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Penhaligon's Quercus 潘海利根 皇家橡樹古龍水 行動香氛,清爽的柑橘檸檬調與白花的組合，相比於scent library 試管組的其他款香水顯得十分平易近人～聞起來真的有像ck one，但是皇家橡樹的香調轉換較有層次，後味的木質調也更加有質感。同其他香友所說，非常適合夏天使用！,,檸檬、萊姆、甜橘、佛手柑,茉莉、野百合、小荳蔻,橡樹苔、檀香、白松香、麝香、琥珀,https://www.1976.com.tw/prod/22419
Miller Harris Peau Santal 嫣柔檀香中性淡香精,我覺得有點像santal 33但更溫柔，留香也比預想中的更好，帶泥土刺激感的藏紅花和粉紅胡椒熱熱暖暖的，中味開始味道會柔和起來紙莎草那種帶著藥感舊書本的氣息混合乳香樹脂清甜，以帶著一點奶氣的檀香和喀什米爾木作尾調。,木質花香調,藏紅花、粉紅胡椒、佛手柑,紙莎草、乳香、紫羅蘭葉,檀香木、喀什米爾木、琥珀、苔蘚、香草,https://www.1976.com.tw/prod/19460
Perfumer H Leather 皮革中性淡香精,令人陶醉的全新皮革香氛，帶來令人無法抗拒的清爽餘韻。薰衣草、佛手柑和樺木焦油的芬芳，融合玫瑰精華、鳶尾精油和小荳蔻籽的芬芳，並以雪松和橡苔為基調。,木質花香調 、 東方調 、 柑苔調 、 皮革香調,佛手柑、薰衣草、白樺木、玫瑰、鳶尾、小豆蔻籽、白檀木、雪松、橡木苔、刺檜,,,https://www.1976.com.tw/prod/22786
Clean Reserve Skin 肌膚中性淡香精,美麗，細膩，性感的香味！我認為這是完美的現代麝香香水。,溫暖肌膚香調、香草蘭、牡丹,佛手柑、橙花、金銀花,,鹹味果仁糖、麝香、白雪松,https://www.1976.com.tw/prod/16530
BMW Amberness 琥珀之心中性淡香精,BMW Amberness 琥珀之心中性淡香精，就像一個溫暖的羊絨擁抱，它優雅地融合了大自然的氣息和現代的魅力，讓您沉浸在舒緩、 舒適的氛圍中，陪伴您前進。,草香清新調,佛手柑、小荳蔻、快樂鼠尾草,天竺葵、香根草、香草,檀香木、廣藿香、龍涎香,https://www.1976.com.tw/prod/22711
【身體系列】Le Labo Another 13 別樣/龍涎香 香氛身體乳液,Le Labo Another 13 別樣/龍涎香 香氛身體乳液蘊含乳木果油、酪梨油和甜杏仁油。這款香氛身體乳液能讓肌膚散發芬芳。為了獲得更佳體驗，建議讓其他人為您塗抹。,木質東方調,Iso E Super、龍涎香、麝香、茉莉花、苔蘚、安布雷特種子、梨、黃葵,,,https://www.1976.com.tw/prod/22817
Diptyque L'Eau de Moheli 依蘭之水中性淡香水,噴出來是帶有涼意的黃色花朵香味，非常特別有仙女的感覺，講話都要慢慢地舉止要輕柔文靜的樣子，不容易撞香，要當仙女請先入手一瓶～,木質調,依蘭依蘭、 紫羅蘭、黑醋栗葉、粉紅胡椒,,,https://www.1976.com.tw/prod/15932
Serge Lutens Santal Majuscule 蘆丹氏 大寫檀香中性淡香精,Serge Lutens年輕時，總是用大寫字母來標示他著迷的特定事物、時期和地點的重要性。從這種童年痴迷中誕生了一個開明的中世紀。,木質東方調,廣藿香、肉桂、琥珀、木質調、焚香、丁香、辛香料和烏木,,,https://www.1976.com.tw/prod/17404
L'Artisan Parfumeur Histoire d Orangers 阿蒂仙之香橙樹林故事中性淡香精,充滿陽光歡愉的橙花。這香氛的氣味表現不但令人立刻想到橙花的滋味，而且還帶有白茶、麝香與和零陵香豆、降龍涎香醚的樹林氣息。,柑橘花香調,橙花油、白茶,橙花、麝香,零陵香豆、降龍涎香醚,https://www.1976.com.tw/prod/18788
Miller Harris Feuilles de Tabac 巴黎菸草淡香精,Feuilles de Tabac 巴黎菸草是一款華麗、自信和獨特的菸草香水，無與倫比。,東方調 、 辛辣調,義大利佛手柑、法國鼠尾草、西伯利亞松針,古巴卡藜油、加勒比海丁香胡椒,印尼廣藿香、東加豆、法國菸葉,https://www.1976.com.tw/prod/19459
Malin+Goetz Cannabis 大麻草淡香精,雖然名為大麻草，但實際上是非常低調沉穩的木質調性，持香約4-6小時，擴散侵略性都中等，非常泛用安全的木質香，各種場合都適合，是一支百搭萬用安全牌。,大麻香調、鈴蘭、玉蘭,佛手柑、黑胡椒、橙,,雪松、廣藿香、檀香木、琥珀、麝香,https://www.1976.com.tw/prod/19775
Maison Margiela Coffee Break 咖啡時光淡香水,Coffee Break 喚起了人們在寒冷的冬日在溫暖的咖啡店從繁華的城市中休息的記憶。一邊享用奶油咖啡，一邊品嚐熱糕點，享受舒適愜意的時光。奶泡在嘴唇上的感覺，咖啡機的柔和聲音都封裝在這款新的 REPLICA 香味,誘人美食調,胡椒、橙花、廣藿香,薰衣草、咖啡、牛奶、零陵香豆、暹羅安息香、莎草、香附子,香草、雪松、香根草,https://www.1976.com.tw/prod/19938
Acqua di Parma Luce Di Rosa 格調系列-曦光玫瑰淡香精,Luce di Rosa 是一種當代、充滿活力的玫瑰的昇華，由光雕刻而成，以明暗對比效果對抗礦物的銳利，賦予多面的中性香味生命力，其充滿活力、乾淨、明亮的音符讓人想起鋼琴之間交替的交響曲。,玫瑰花香調 、 木質花香調,佛手柑、小荳蔻、粉紅胡椒,保加利亞玫瑰,香根草、癒創木、雪松,https://www.1976.com.tw/prod/22344
Estee Lauder Infinite Sky 雅詩蘭黛雋永工藝探索香氛系列 東方煦光淡香精,Infinite Sky 東方煦光淡香精是一款令人上癮的琥珀辛香香水。來自中國的花椒散發著金色性感光環。它被馬達加斯加香草和陰燃萊瑟木的煙熏甜味所包圍。如同夕陽下的天空一樣燦爛。,東方調 、 辛辣調,四川花椒,馬達加斯加香草,皮革木,https://www.1976.com.tw/prod/21135
BMW Bergamood 佛手柑之心中性淡香精,BMW Bergamood 佛手柑之心中性淡香精，佛手柑如同春日清晨的一縷陽光，清新怡人，前調以義大利佛手柑和柑橘為主調，粉紅胡椒的芬芳與薰衣草和苦橙葉的芬芳交織，烘托出濃鬱的芬芳。琥珀木和明亮麝香的基調，為香水增添一抹活力與活力。,草香清新調,佛手柑、柑橘、粉紅胡椒,苦橙葉、麝香、薰衣草,琥珀、龍涎香,https://www.1976.com.tw/prod/22710
Clean Reserve Skin 肌膚中性淡香精 TESTER,美麗，細膩，性感的香味！我認為這是完美的現代麝香香水。,溫暖肌膚香調、香草蘭、牡丹,佛手柑、橙花、金銀花,,鹹味果仁糖、麝香、白雪松,https://www.1976.com.tw/prod/22966
Maison Margiela Matcha Meditation 抹茶冥想淡香水,"專注於當下，感受每一個手勢，所有感官都被喚醒。
被一杯溫暖的抹茶舒緩的蒸汽所傳送，心靈逃脫。",安息香、苔蘚香調、白巧克力香調,佛手柑精華、柑橘精華、綠茶香,,,https://www.1976.com.tw/prod/19798
MFK Aqua Universalis forte 永恆之水中性淡香精,貴族身上會有的味道，也被許多男性稱為「白襯衫的味道」，洗鍊、成熟、高雅又神秘。整體香調真的舒服，甚至會讓人覺得有千迴百轉的感覺，當柑橘褪去，迎來盛放的白色花朵後，又用麝香收尾的乾乾淨淨，整體的表現真的很出色，當另一半穿西裝時會很希望他使用的那種！,柑橘花香調,墨西哥萊姆、英格蘭薄荷、義大利苦橙葉,白色花朵 (鈴蘭、七里香),摩洛哥玫瑰、埃及茉莉、淡麝香,https://www.1976.com.tw/prod/20684
Le Labo Jasmin 17 茉莉中性淡香精,雖然價錢真的偏高，但一試香味就決定是它了，茉莉真的是很棒的味道，優雅沈穩，男女適用！,花香調,檀香、麝香、香草,茉莉、山雞椒、橙花,橙花、棕櫚、苦橙、琥珀,https://www.1976.com.tw/prod/21184
AllSaints Sunset Riot Intense 落日騷動中性淡香精,Sunset Riot Intense 落日騷動 中性淡香精以東方花香調為主軸，首先以粉紅胡椒、橙葉、小蒼蘭 ，緊接著以橙花、夜茉莉帶出清新柑橘香調；最終，帶有豐富泥土氣息的雪松木則溫暖平衡橙花的淡淡清新。,東方花香調,粉紅胡椒、橙葉、小蒼蘭,橙花、夜茉莉,雪松、龍涎呋喃琥珀、麂皮麝香,https://www.1976.com.tw/prod/22468
Le Labo Jasmin 17 茉莉中性淡香精 TESTER,雖然價錢真的偏高，但一試香味就決定是它了，茉莉真的是很棒的味道，優雅沈穩，男女適用！,花香調,檀香、麝香、香草,茉莉、山雞椒、橙花,橙花、棕櫚、苦橙、琥珀,https://www.1976.com.tw/prod/22783
Malin+Goetz Cannabis 大麻草香氛蠟燭,大麻的味道 我只能說wow！聞起來很順暢，而且我覺得真的有挑情的作用，會讓人意亂情迷，必須一試！,草香清新調 、 木質調 、 辛辣調,,,,https://www.1976.com.tw/prod/19802
Serge Lutens La Religieuse 蘆丹氏 修女淡香精,同樣都是麝香白花香調，如果說凡賽斯的星夜水晶是穿著寶藍色絲綢低胸禮服的冷艷美人，性感得很有距離，那修女就是禁慾黑衣包緊緊，性感得很有反差，表面端正清高衣冠楚楚，但是眼波流轉中又掩不住骨子裡的悶騷性感，暗香撩人欲蓋彌彰。,花香調,茉莉、果子麝香、麝香和焚香,,,https://www.1976.com.tw/prod/16668
Miller Harris Vetiver Insolent 經典岩蘭淡香精,大量黑胡椒開始的煙燻肉桂香，它沒有你想像的辣，反倒是帶點甜，基底為香草根，雖然前面多為的重香料，到了後味瀰漫出很陽光的極醇熟男香氣:D,木質調 、 辛辣調,義大利佛手柑、黑胡椒、欖香脂、印度肉豆蔻,鳶尾花、薰衣草、脆琥珀,海地香根草、黑加豆、青苔,https://www.1976.com.tw/prod/17605
L'Artisan Parfumeur Legendes du Cedre 阿蒂仙之香雪松傳奇淡香精(不朽雪松),這款香水是一種木質花蜜，以奶油雪松為基礎，帶有藏紅花的味道,木質調,雪松、廣藿香、勞丹脂 、肉荳蔻 、藏紅花,,,https://www.1976.com.tw/prod/20915
Al Haramain Musk Collection 哈拉曼麝香中性淡香精,哈拉曼麝香系列體現了皇室氣息，專為崇尚內在優雅的人士而設計。,木質花香調,檸檬、薄荷、白花,薑、肉荳蔻、茉莉、鈴蘭花,玫瑰、麝香、檀香、雪松、廣藿香,https://www.1976.com.tw/prod/22430
Clean Reserve RAIN 雨中性淡香精 TESTER,CLEAN RESERVE RAIN 雨中性淡香精 捕捉熱帶雨林的脈搏，當新鮮空氣清新的時候，您可以聞到生命。這款香水是由一種與新鮮的廣藿香、香根草和麝香混合而成的水果花香，意想不到的輕盈、通風、清新乾淨，氣味與你一起堅持一整天。香水1976強力推薦。,水生花香調,佛手柑,白花,廣藿香,https://www.1976.com.tw/prod/22950
Miller Harris Etui Noir 闇夜之影中性淡香精,Miller Harris 在2016年推出Etui Noir 闇夜之影中性淡香精，將氛圍帶到夜晚的巷弄中，在深夜的空氣中瀰漫了充滿印尼廣藿香與焚香的異國情調，帶有一種神秘卻又有點熟悉的感覺,皮革香調,義大利佛手柑、柑橘、欖香,摩洛哥鳶尾花脂、焚香、喀什米爾,印尼廣藿香、海地香根草、皮革、琥珀、白樺、岩薔薇,https://www.1976.com.tw/prod/17604
L'Artisan Parfumeur Arcana Rosa 阿蒂仙之香 9 神秘玫瑰中性淡香精,一朵多刺的肉慾玫瑰，這朵玫瑰喜歡在夜幕降臨時更換衣服，改變它的華麗氛圍，摻入迷人的香料，點燃香根草根和癒創木的火焰。,玫瑰花香調 、 木質花香調,保加利亞玫瑰、雪松、香根草、檀香、杜松、勞丹脂,,,https://www.1976.com.tw/prod/19558
Diptyque Eau Nabati 天堂花園之水淡香精,溫暖、辛辣的風中散發著柑橘類水果的活潑香氣。在這款對比鮮明的香水中，新鮮的佛手柑和苦橙葉與蠟菊花和秘魯香脂的琥珀溫暖融為一體。對立的元素和諧相處。,木質東方調,永生花、佛手柑、苦橙葉、秘魯香脂,,,https://www.1976.com.tw/prod/21966
Al Haramain Amber Oud Tobacco 琥珀沉香菸草中性淡香精,平替 Tom Ford Tobacco Vanille 午夜香草淡香精,東方調 、 辛辣調,菸草、肉桂、生薑、黑胡椒,香草、丁香、八角茴香、零陵香豆、可可、焚香,菸草、乾果、木質調,https://www.1976.com.tw/prod/22185
AllSaints Ravaged Rose 破碎玫瑰中性淡香精,Ravaged Rose 中性淡香精靈感源自調香界之經典花朵- 玫瑰，以花香為主軸，融合香料、琥珀與木質元素，打造一種在女性與男性特質之間流轉的獨特氣息，帶來令人難以忘懷的體驗。,玫瑰花香調 、 花果清新調,佛手柑、檸檬、粉紅胡椒,大馬士革玫瑰精油、常春藤葉、水百合,琥珀木、麝香、雪松,https://www.1976.com.tw/prod/22470
Lattafa Afeef 阿菲夫中性淡香精,Lattafa 拉塔法 杜拜沙龍香,柑橘花香調 、 花果甜美調,佛手柑、粉紅胡椒、桃子,茉莉、橙花、晚香玉,檀香、琥珀、果仁糖、廣藿香,https://www.1976.com.tw/prod/23007
L'Artisan Parfumeur 阿蒂仙之香25 深淵菩提中性淡香精,Obscuratio 25 深淵菩提，散發無法抗拒的光芒。當依蘭花瓣與香草波旁威士忌相結合時，變得更加令人陶醉。這些微小的花朵在深邃的廣藿香中變得危險。,花香調 、 柑苔調,依蘭依蘭,波旁香草,廣藿香,https://www.1976.com.tw/prod/19450
Serge Lutens Fleurs d'oranger 蘆丹氏 橙花淡香精,Fleurs d'oranger，一款來自 Serge Lutens 黑色系列的神秘、古典和光芒四射的香水,柑橘花香調,茉莉、橙花、玫瑰,晚香玉、柑橘、芙蓉,小茴香、 麝香、木質調,https://www.1976.com.tw/prod/20753
Clean Reserve Sparkling Sugar 蜜境初桃中性淡香精,CLEAN Reserve Sparkling Sugar 蜜境初桃中性淡香精，受到眨眼和微笑的啟發，這款有趣而性感的香水，將黑醋栗漿果和甘美的桃子花蜜與柔和的粉紅糖混合在一起，創造出一種令人難以抗拒的甜味，但又不會太甜膩的香味。,花果清新調,黑醋栗、黃葵,桃花蜜、茉莉、粉紅糖,白麝香、零陵香豆、金髮木,https://www.1976.com.tw/prod/21964
L'Artisan Parfumeur 阿蒂仙之香 26 熄燈禮拜中性淡香精,一個薩滿森林，在那裡熏香注入最純淨的樹液。在茂密而黑暗的森林的神秘氣氛中，鬱鬱蔥蔥的大自然呼出神秘的蒸汽，這是焚香、樹脂和豐富樹液的混合。,木質東方調 、 辛辣調,冷杉、乳香、焚香、樹液,,,https://www.1976.com.tw/prod/19559
Loewe Paula's Ibiza 伊比薩島濱海假日中性淡香水,清新椰香和馬達加斯加香橙精油調配而成的香氛前調帶領出漂流木的沁涼中調，水仙和雞蛋花的花香，最後滲出溫暖的龍涎香、廣藿香、波旁香草後調，最後一併封存在漸變虹彩的瓶身中。,木質花香調 、 海洋清新調,椰子、柑橘、波斯樹脂,漂流木、雞蛋花、水仙,龍涎香、廣藿香、波旁香草,https://www.1976.com.tw/prod/18692
Afnan 9am 中性淡香精,非常優雅而獨特，推薦給不愛撞香的你/妳。,木質清新調 、 柑橘花香調,柑橘、雪松、小荳蔻、粉紅胡椒,薰衣草、橙花、玫瑰、青蘋果,雪松、苔蘚、廣藿香、麝香,https://www.1976.com.tw/prod/20266
AllSaints Shoreditch Leather 逆骨皮革中性淡香精,靈感來自ALLSAINTS經典騎士皮衣，以獨特皮革香氣為主軸，前味的檀香脂、清新玫瑰水、藏紅花以高調的姿態揭開序幕，而皮革調、輕柔茉莉、檀香透露藏不住的高冷氣息。皮革與海地岩蘭草、廣藿香精華、溫暖琥珀的柑苔形成超然的異相結合，內斂又饒富強烈情感的香調，呈現奢華而叛逆的能量。,柑苔調 、 皮革香調 、 辛辣調,檀香脂、玫瑰水、藏紅花,皮革基、茉莉,岩蘭草、廣藿香、琥珀,https://www.1976.com.tw/prod/22469
Clean Reserve Solar Bloom 燦爛陽光中性淡香精 TESTER,靈感源自於撫摸肌膚時的陽光光芒。香氣以閃閃發光的柑橘香和盛開的花香開頭，為樸實的木炭色調增添了活力。椰子水增添了一絲性感。,木質花香調 、 柑橘花香調,佛手柑、青柑、小蒼蘭,橙花、茉莉花瓣,木炭、龍涎香、雪松、性感麝香、椰子水、香根草,https://www.1976.com.tw/prod/21660
Malin+Goetz Strawberry 草莓滾珠式香氛油,這個草莓是有香氣但沒有甜度的草莓，在我身上持香度大概2-3小時，要一直補噴，且擴香度也一般，可能因為湯底本來就是清新掛，所以每次出門前按個十下在身上，也不會太濃。適合夏天穿的一款香水。,花果清新調,佛手柑、草莓、粉紅胡椒,茉莉花、綠葉,雪松木、橡木苔、麝香、鳶尾根,https://www.1976.com.tw/prod/21648
Etat Libre d'Orange Divin Enfant 解放橘郡 聖嬰淡香精(搗蛋小天使),"在橙花和棉花糖的柔和前調之後，打破咖啡、皮革和冰冷煙草的意想不到的和諧，這是我們不眠之夜的刺耳象徵。名副其實的“多態變態”，這個迷你暴君只有當他成功地實施他的心血來潮時才會高興，他總是設法做到這一點。

多麼可愛的小怪物啊！",花香調 、 誘人美食調 、 皮革香調,橙花、棉花糖、玫瑰、摩卡、皮革、琥珀、麝香、菸草,,,https://www.1976.com.tw/prod/4999
Le Labo Bergamote 22 佛手柑中性淡香精,味道有點像去掉水氣的Hermes大地清新版，但是他的柑橘果皮氣味仍然相當輕盈，聞起來也不擾人，適合靜靜的相伴，也適合結伴出遊，算百搭又動靜皆宜。,柑橘調,琥珀、麝香、葡萄柚、香根草、苦橙葉、佛手柑、香草、橙花、雪松,,,https://www.1976.com.tw/prod/17701
L'Artisan Parfumeur 阿蒂仙之香 32 浮生解鑰中性淡香精,"神秘玫瑰危險的感覺就像包圍一樣甜蜜，這種毒液會逗弄人心。
印度馬薩拉茶香料與檀香和米蒸氣的油潤氣味混合，瞬間喚起了遙遠土地的記憶。一個異國情調的世界，受歡迎但仍然令人不安。",茶香清新調 、 木質調 、 誘人美食調 、 辛辣調,麵包、牛奶、茶葉、檀香、辛香料,,,https://www.1976.com.tw/prod/19560
Serge Lutens La Dompteuse Encagee 蘆丹氏 被困的馴獸師中性淡香精,Serge Lutens在2021年推出La Dompteuse Encagee 被困的馴獸師，這款香水選用了雞蛋花、依蘭依蘭、杏仁。,花香調 、 誘人美食調,雞蛋花、依蘭依蘭、杏仁,,,https://www.1976.com.tw/prod/20732
Loewe Paula's Ibiza Eclectic 伊比薩島絢麗假日中性淡香水,清新椰香和馬達加斯加香橙精油調配而成的香氛前調帶領出漂流木的沁涼中調，水仙和雞蛋花的花香，最後滲出溫暖的龍涎香、廣藿香、波旁香草後調，最後一併封存在漸變虹彩的瓶身中。,木質花香調 、 柑橘花香調 、 誘人美食調,柑橘、胡椒,依蘭、沙巴茉莉、椰子、橙花、乳香、薰香,檀香、香草、麝香,https://www.1976.com.tw/prod/21351
Banana Republic Classic Red 香蕉共和國經典紅中性淡香精,這是我人生中買的第一瓶香水，因為不知道怎樣的味道是適合自己的，看了很多分享後才決定下單。剛噴的第一次有點嚇到，覺得自己聞起來好像柚子，之後的麝香的味道才慢慢出來。聞起來淡淡的且很舒服，真是選對了。,金銀花、草香調 、紫丁香,柚子、佛手柑、柑橘,,癒創木,https://www.1976.com.tw/prod/22436
Juliette Has a Gun Not A Perfume 帶槍茱麗葉非香水中性淡香精,上身之後就是貼膚悠長的乾燥癒創木氣息，清透也帶著微微奶香與粉塵感，再靠近一些才是零分糖的琥珀香氣，令人直覺地想起Molecule 02和Another 13，常常遇到一個狀況就是自己聞不到但身旁的人都知道你噴了無法形容味道又若隱若現的香水，香如其名，Not A Perfume。,木質花香調,Cetalox、降龍涎香醚,,,https://www.1976.com.tw/prod/20497
L'Artisan Parfumeur 阿蒂仙之香 33 神秘深淵中性淡香精,"《 33 Abyssae》神秘深淵
神秘深淵是一款屢獲殊榮的木質花香調香水，具有舒緩的魅力，散發出玫瑰、桉樹和喀什米爾木的香氣。",玫瑰花香調 、 木質調,桉樹、大馬士革玫瑰、無花果、 喀什米爾木,,,https://www.1976.com.tw/prod/20916
Frederic Malle Musc Ravageur 馥馬爾香氛出版社狂野麝香淡香精,終於等到了馥馬爾狂戀麝香，這是我第一名的愛香，10年前入手用到現在，真的很棒！,東方清新調 、 辛辣調,薰衣草、柑橘、佛手柑,肉桂、丁香,麝香、香草、零陵香豆、琥珀、檀香、癒創木、雪松,https://www.1976.com.tw/prod/21353
Loewe Paula's Ibiza Cosmic 伊比薩島星幻假日淡香精,芒果梨雞尾酒。純粹的夏日氣息,木質調 、 誘人美食調 、 花果甜美調,柑橘、胡椒,依蘭、沙巴茉莉、椰子、橙花、乳香、薰香,檀香、香草、麝香,https://www.1976.com.tw/prod/21986
Miller Harris Tea Tonique 午後伯爵淡香精,剛噴出是非常清爽的檸檬帶著略带苦感的苦橙葉，漸漸茶香悄然而至，醇厚的茶湯及柑橘碰撞就像一杯檸檬红茶，結尾加入肉豆蔻和無花果～整體香氣很精彩，既清爽、又帶有茶的苦澀回甘,茶香清新調,佛手柑、西西里檸檬、苦橙葉,桃花、紅茶、肉豆蔻,瑪黛茶、白樺樹、白麝香,https://www.1976.com.tw/prod/16724
Serge Lutens Feminite Du Bois 蘆丹氏 林之嫵媚淡香精,"Feminite Du Bois是一款溫柔迷人有質感的木質香調，彷彿置身在日本杉林的感覺。
30多年前在Shisedo櫃上買了Feminite Du Bois人生中第一瓶香水，當時被其幽幽的香味及紫色帶有曲線的美麗瓶身所吸引，用了數瓶之後卻再也遍尋不著其蹤影。
原來它現在是以Serge Lutens的品牌繼續發行，雖然瓶身不如舊款美麗，但能繼續擁有Feminite Du Bois這款令人舒心的味道，足已。",木質東方調,雪松、花香、李子,,,https://www.1976.com.tw/prod/22084
Moschino Toy Boy 黑熊淡香精,"這支很推，持香超級久，
尤其這支適合當基底跟白熊疊香，
先噴黑熊，過5分鐘再噴白熊，
誠心推薦有夠讚的！",木質花香調,佛手柑、粉紅莓果、欖香脂、肉荳蔻,青梨、丁香花苞、玫瑰、紫色亞麻花,喀什米爾麝香、木蘭花、海地香根草、琥珀、麝香,https://www.1976.com.tw/prod/17979
Polo Earth Antilles Vetiver 安地列斯香根草中性淡香水,Polo Earth 是一款 97% 純天然香水，頌揚自然之美，將自然、永續和奢華融入現代香味中。,草香清新調 、 木質調 、 柑苔調,佛手柑、青柑橘、橙花,薰衣草、鼠尾草、蘭花、蜘蛛百合,香根草、香草、雪松,https://www.1976.com.tw/prod/21899
Atelier Cologne Rose Cuiree 歐瓏暗語玫瑰 珍稀中性淡香精迷你瓶,低調優雅的木質玫瑰，不是甜膩粉感的花香，而是比較乾燥成熟，偏暗色調的玫瑰感，搭配沉穩不沉重的烏木，非常優雅氣質的氛圍，像是沒有皮革、收起輕佻的潘海獵犬，更成熟穩重，低調內斂，中性的氣質香，適合秋冬使用，持香8小時左右，擴散侵略性中等，辦公室使用也不擾人，工作休閒男女使用都很適合。,玫瑰花香調 、 東方花香調,大馬士革玫瑰、佛手柑、烏木,,,https://www.1976.com.tw/prod/22957
MFK Aqua Celestia 天際之水中性淡香水,清新溫和帶著微微涼感的萊姆香氣，滑順的帶出黑醋栗的清新綠意與MFK招牌的乾淨麝香，像是初春早晨帶著露珠的嫩芽包圍著你，不過分強調它的香氣也時刻感受到那份恰到好處的乾淨清涼，但比偽體香更加自然不叨擾。,草香清新調 、 花香調,墨西哥萊姆、英格蘭薄荷,勃根地黑醋栗花苞、普羅旺斯含羞草,麝香,https://www.1976.com.tw/prod/17722
Le Labo Tonka 25 東加豆中性淡香精,帶有煙燻味的零陵香豆，就像木爐上烤過的堅果香味。,木質東方調,麝香、雪松、零陵香豆、橙花、蘇合香、香草,,,https://www.1976.com.tw/prod/21328
Serge Lutens 蘆丹氏小香禮盒,Serge Lutens香水的主要精髓並不在於一系列成分的組合，而在於一種體驗。懷疑、憤怒、脆弱、喜悅…每一個都代表了我們自己的一個時刻。Serge Lutens透過擾亂、折磨原料來讓他們坦白，他並沒有把它當作一種職業，而是一門藝術！,,,,,https://www.1976.com.tw/prod/21407
Polo Earth Provencial Sage 普羅旺斯鼠尾草中性淡香水,Polo Earth 是一款 97% 純天然香水，頌揚自然之美，將自然、永續和奢華融入現代香味中。,草香清新調,佛手柑、青柑橘、小穀物油、橙花,鼠尾草、迷迭香、羅勒、薰衣草,香根草、天竺葵、檀香,https://www.1976.com.tw/prod/21898
David Beckham 大衛貝克漢旅程系列 探索自然中性淡香精,Aromatic Greens 的靈感來自於沿著太平洋海岸高速公路行駛、海洋的廣闊無垠以及鹹鹹的海風吹在皮膚上令人振奮的感覺。,木質清新調,檸檬、薄荷、苦艾酒,鳶尾花、紫羅蘭葉、蘋果,雪松、廣藿香、琥珀,https://www.1976.com.tw/prod/20668
L'Occitane Lavande Blanche 歐舒丹白薰衣草淡香水,適合夏日想要中性裝扮自然不做作率性的妳。厭倦濃膩果香或刺鼻花香，想要換個面貌又不想討好別人時，可以考慮此款清新的香味。因為是淡香水，所以如果喜歡香氣縈繞在身邊的便需要不定時補噴。,草香清新調 、 木質清新調,苦橙、佛手柑、枸櫞,白玫瑰、黑加侖、白薰衣草,白麝香、檀香、雪松,https://www.1976.com.tw/prod/21826
Atelier Cologne Orange Sanguine 歐瓏赤霞橘光中性淡香精迷你瓶,非常特別的香氣，瓶身雖然簡單卻很有質感。無論男女只要噴上立馬變身文藝小清新。,柑橘調,血橙、天竺葵、檀香,,,https://www.1976.com.tw/prod/22956
Le Labo Matcha 26 抹茶中性淡香精,正如抹茶在日本文化中不僅僅是一種飲料，TH? MATCHA 26 對我們來說也不僅僅是一種香味。這是一個內省的時刻，一個自我的時刻，為優雅和深情的美麗提供了安靜的內心慶祝。一個簡單的氣味讓我們遠離外面的嗡嗡聲，讓我們回到“內部”。,茶香清新調 、 木質調,佛手柑、苦橙、白芝麻,抹茶、無花果,岩蘭草、雪松木、檀木,https://www.1976.com.tw/prod/20681
MFK Aqua Celestia forte 天際之水中性淡香精,清新溫和帶著微微涼感的萊姆香氣，滑順的帶出黑醋栗的清新綠意與MFK招牌的乾淨麝香，像是初春早晨帶著露珠的嫩芽包圍著你，不過分強調它的香氣也時刻感受到那份恰到好處的乾淨清涼，但比偽體香更加自然不叨擾。,草香清新調 、 花香調,墨西哥萊姆、英格蘭薄荷、義大利苦橙葉,勃根地黑醋栗花苞、普羅旺斯含羞草、埃及茉莉,麝香,https://www.1976.com.tw/prod/20683
Juliette Has a Gun Musc Invisible 隱衫之欲淡香精,被很多人推薦的香水，但在聞了之後只覺得是一款很乾淨純潔的香氣，營造的氣味很貼近其名，彷彿穿上一件透明的白色衣裳，對於追求偽體香或柔和氣息的人來說，這一款很值得試試。,花香調,茉莉,棉花,白麝香,https://www.1976.com.tw/prod/20874
Etat Libre d'Orange Experimentum Crucis 解放橘郡 關鍵實驗中性淡香精,傳說，樹上的蘋果掉到了牛頓的頭上，萬有引力理論就此誕生。但讓我們重新想像一下。不是蘋果，而是巨大、香氣濃鬱、肉質的玫瑰，與甜美的荔枝、深沉的阿基加拉木和樸實的廣藿香相遇，開闢了一條超越光和重力的新香味之路。,玫瑰花香調 、 木質調 、 柑苔調 、 誘人美食調,蘋果、荔枝、小茴香,蜂蜜、茉莉、玫瑰,Akigalawood、麝香、廣藿香,https://www.1976.com.tw/prod/21166
Ralph Lauren Polo Earth 地球中性淡香水,Polo Earth 是一款 97% 純天然香水，頌揚自然之美，,草香清新調 、 柑橘花香調,佛手柑、青柑橘、橙花、苦橙葉、薄荷胡椒、香櫞,橙花、薰衣草、土耳其玫瑰、鼠尾草、依蘭、天竺葵,麝香、雪松、香根草,https://www.1976.com.tw/prod/21466
Guess Amore Roma 印象義大利羅馬中性淡香水,羅馬那份迷人浪漫氣息、傳統與現代，透過這款香水交織在一起，打造出一種獨特且受歡迎的香味。,東方花果調 、 誘人美食調,黑醋栗、西洋梨,茉莉、糖漬玫瑰,琥珀、廣藿香、麝香、木頭、苔蘚,https://www.1976.com.tw/prod/22200
