name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Guerlain Rosa Verde 嬌蘭花草水語 夏沁玫瑰淡香水,黃瓜清新的水生氣息令人欲罷不能，不禁聯想到肌膚浸入水中的清新震撼。玫瑰隨後綻放溫柔氣息，彷彿愉悅的浪潮陣陣席捲水中的身軀。清脆的梨子香調昇華活力盎然的綠意花卉組合，在一抹白麝香香調的襯托之下倍顯柔和。,白麝香、西普香調、鳶尾花,小黃瓜、薄荷、佛手柑,玫瑰、紫羅蘭、梨子,,https://www.1976.com.tw/prod/23308
Monotheme Verbena 吟遊詩人 檸檬馬鞭草淡香水,檸檬馬鞭草香氣展現力量，中調是來自地中海的細緻白花與最大膽的綠色香氣的活力相遇，香根草、琥珀和麝香的巧妙基調將這款嗅覺創作與感性的感官感受融為一體。,白花香調,檸檬馬鞭草,,香根草、琥珀、麝香,https://www.1976.com.tw/prod/23307
Monotheme Honeysuckle 植然忍冬中性淡香水,"發想源自在漫步自然的恩典
優雅地融合了散發柔和光芒
自然中感受的濃鬱自然芬多精",花香調,橙花、佛手柑、苦橙葉,忍冬、茉莉,香草蘭花、雪松、黃葵,https://www.1976.com.tw/prod/23305
Serge Lutens La Fille de Berlin 蘆丹氏 柏林少女淡香精迷你瓶,很喜歡的一支玫瑰香水，是那種乾燥的紅玫瑰配合天竺葵的香氣，有帶著麥芽話梅糖的酸甜，留在最後的廣藿香夾雜蜂蜜，有脂粉感卻不濃艷。,玫瑰花香調 、 東方花香調,玫瑰、天竺葵,玫瑰草,廣藿香、橡木苔、蜂蜜,https://www.1976.com.tw/prod/23304
Maison Margiela Untitled 無題淡香精,（無題）是一款獨特的男女皆宜的香水，彷彿描繪了春日清晨鄉村田園的清新綠意。,草香清新調 、 花香調,白松香、黃連木、苦橙花,樹脂、茉莉花、焚香,白麝香、雪松、香樹脂,https://www.1976.com.tw/prod/23303
Jo Malone 黑白配輕巧香氛組,來自 Jo Malone 暢銷的香水，香水1976 特別推出Jo Malone 黑白配輕巧香氛組 — 一瓶熱銷系列小香水加 芳醇香水系列小香水，組合內容以購物車顯示為主，讓你透過香氛糅合，自創你專屬的頂級香氛美學！,花果清新調,,,,https://www.1976.com.tw/prod/23300
Tom Ford Oud Minerale 海洋烏木淡香精,Tom Ford Oud Minerale 海洋烏木淡香精 將濃鬱的沈香氣息與清爽的海洋礦物感完美融合。,粉紅胡椒、沈香、安息香、龍涎香調、冷杉香脂、海洋調,,,,https://www.1976.com.tw/prod/23296
Penhaligon's 潘海利根 香氛圖書館獸首肖像禮盒,物超所值的組合，每天在家嘗試不同的沙龍饗宴，讓自己沈浸在高檔香氛的療癒氣息之中，高貴的潘海利根就是要慢慢試出最喜歡的款式,,,,,https://www.1976.com.tw/prod/23294
Diptyque Fleur de Peau 肌膚之華中性淡香水,鳶尾花的粉質優雅與木蘭和麝香的柔和交融，展現出一種明亮而芬芳的花香，宛如純淨的氣息。誠摯邀請您開啟通往永恆結合的傳奇之旅。,木質花香調,粉紅胡椒、柑橘,鳶尾花、木蘭,白麝香、黃葵,https://www.1976.com.tw/prod/23293
Adidas Happy Feels 愛迪達快樂宣言淡香精,2024年 推出的Adidas Happy Feels 愛迪達快樂宣言淡香精，體驗探索大自然時，那種神清氣爽、無拘無束的感受，薄荷和雪松木的清爽香氣，如同重回自然的懷抱。,柑橘花香調,葡萄柚、粉紅胡椒,鈴蘭、茉莉,雪松、麝香,https://www.1976.com.tw/prod/23292
Kilian Angel's Share 天使之享中性淡香精(天使稅) 迷你瓶,前面是肉桂與榛果的溫暖甜感，不久後就會聞到濃濃酒香，此時帶著辛辣與微醺感，一直到後面聞到木質香氣的同時都還能聞到淡淡酒液揮發的味道，非常有特色；睡前噴直到早上都還能聞到貼膚的木質香氣，只噴一下就能維持超過8小時,木質調 、 誘人美食調 、 辛辣調,干邑白蘭地,榛果、肉桂,橡木 、零陵香豆,https://www.1976.com.tw/prod/23287
Korres Philosia 雅典之境中性淡香水,Korres Philosia 雅典之境中性淡香水，融合了柑橘和佛手柑的柔和香氣，並以茴香和麝香的基調，搭配松木和雪松的溫暖氣息，營造出青春洋溢、輕鬆自在的地中海風情。,草香清新調 、 木質調 、 柑苔調,佛手柑、香橙、柑橘,松針、尤加利、冷杉香脂、八角茴香,麝香、雪松、古巴香木、廣藿香,https://www.1976.com.tw/prod/23286
【身體系列】Bvlgari Pour Homme 寶格麗大吉嶺香氛沐浴膠,大吉嶺茶香兼具舒適與雅致，使自然界的平和寧靜與肌膚舒適安逸產生共鳴。寶格麗香氛巧妙地將各界互補元素完美結合，大吉嶺茶的清新鮮活與麝香的精妙典雅，於此香之中實現了嗅覺的完美平衡。,,,,,https://www.1976.com.tw/prod/23278
MCM Diamonds 閃耀黑金中性淡香精,MCM 在2024年推出Diamonds 閃耀黑金淡香精，揉合卡布奇諾咖啡的鮮明香氣、薰衣草的寧靜怡人氣息和檀香木的暖意，邀請我們探索精緻奢華的香氛國度。,木質東方調,卡布奇諾、佛手柑、杜松,薰衣草、李子、天芥菜,檀香沉香木、東加豆、檀香,https://www.1976.com.tw/prod/23269
Prada Infusion De Rhubarbe 浴水玫瑰淡香精(顛甜沁果) TESTER,味道甜美可口，令人欲罷不能。噴灑後的最初幾分鐘，香氣清新明亮，略帶酸澀，幾乎讓人垂涎欲滴。但片刻之後，大黃的香氣便會悄悄綻放，宛若仙子般飄逸。,花果清新調,青橘,大黃,柑橘、 醛香、麝香、白麝香,https://www.1976.com.tw/prod/23267
Narciso Rodriguez Rose Musc 馥郁玫瑰中性淡香精,品牌將藏紅花、黑胡椒、沉香木與勞丹脂相結合，開啟充滿異國情調的嗅覺饗宴。隨後，珍貴的摩洛哥玫瑰為香氣增添了高雅層次，並與麝香溫暖交織，散發出迷人魅力。,木質香調、廣藿香、藏紅花、黑胡椒、勞丹脂,摩洛哥玫瑰、丁香、肉桂和牡丹,麝香,,https://www.1976.com.tw/prod/23264
Narciso Rodriguez Jasmine Musc 茉莉繆思中性淡香精,精緻的白花前調，來自晚香玉、栀子花以及依蘭依蘭，調香師巧妙的加入琥珀與香草來平衡香氣，最後使用茉莉花香與麝香交織出一種雅緻感性的迷人氛圍。,麝香、香草、木質香調、琥珀,梔子花、依蘭,茉莉、晚香玉,,https://www.1976.com.tw/prod/23263
Narciso Rodriguez Santal Musc 謎之檀香中性淡香精,推薦給檀香的忠實愛好者，將檀香與麝香綿密結合，創造出低調奢華的完美木質香氣。,檀香、木質香調,小荳蔻、依蘭,麝香,,https://www.1976.com.tw/prod/23262
LabSolue 16 Oud 逝歲沉淡香精,安息香與沉香木混合而成的鎮定劑,木質調,沉香、蘇合香、安息香,,,https://www.1976.com.tw/prod/23261
Prada Infusion de Gingembre 沁檸生薑中性淡香精 TESTER,"模擬生薑 浴水後劃開皮的恣意辛辣 揉合檸檬清透乾甜，展現略帶靈動水氣的刺激清爽
調香大師 Daniela (Roche) Andrier 以清新薑香為靈感，打造極致清新&辛辣奔放的中性氣息。",柑苔調 、 辛辣調,青橘,薑、天竺葵,香根草,https://www.1976.com.tw/prod/23257
Creed Bois Du Portugal 葡國森林淡香精,Bois Du Portugal 的靈感源自於森林茂密的伊比利亞半島，它展現了永恆的男性魅力——強大、性感，又帶有一絲神秘感。,木質調 、 柑苔調,香檸檬、檸檬、青檸、柑橘、羅勒,薰衣草、多香果、肉豆蔻、丁香、芫荽,檀香、廣藿香、岩蘭草、雪松、皮革,https://www.1976.com.tw/prod/23255
CK Everyone 中性淡香水行動香氛,整體味道調和適中，相當簡單自然，帶有一貫的清新風格，讓人感到年輕有活力。,柑橘清新調,有機柑橘,藍茶,雪松木,https://www.1976.com.tw/prod/23252
Chloe Magnolia Alba 仙境花園 木蘭詩語中性淡香精 TESTER,"仙氣滿溢的一瓶低調香水，如空谷幽蘭靜靜佇立遍山綠意中，遺世獨立。
淡淡縹緲的玉蘭花香，不擾人，像穿上一襲絹質乳白光澤細百褶長裙，氣質系。",花香調,木蘭,,,https://www.1976.com.tw/prod/23249
L'Artisan Perfumeur 阿蒂仙之香 焚香之幕中性淡香精,這款香水的靈感來自日本的香道，邀請您以全新的視角重新發現香的豐富內涵。,木質東方調,胡椒、乳香、檜木,,,https://www.1976.com.tw/prod/23245
L'Artisan Parfumeur 阿蒂仙之香 60 紫茉莉中性淡香精,阿蒂仙之香 60 紫茉莉中性淡香精以焚香與龍涎香醚，這兩種香料的完美融合，既神秘又理性。,木質東方調,乳香、降龍涎香醚、香草、焚香,,,https://www.1976.com.tw/prod/23244
【身體系列】Le Couvent 洛蔻芳 Louis Feuillée 皇室圖書館香氛蠟燭(雪松與岩玫瑰),延續路易十四的生活品味，Le Couvent 洛蔻芳 將皇家的室內風格轉化為四種不同領域的香氛感受。 INT?RIEURS SINGULIERS 室內香氛系列有著觸動心靈的特色香氣靈魂。,,,,,https://www.1976.com.tw/prod/23242
MCM 動物狂想曲淡香精-沉穩艾芬(象) 迷你瓶,充滿力量的貝爾是領導力滿分的存在！以佛手柑的清新拉開序幕，香草與檀香交織出溫暖且有力的氣場。他的香氣鼓勵你信任直覺、大膽前行，是面對挑戰時的最佳後盾。,花香調 、 柑苔調 、 皮革香調,葡萄柚、海藻、小蒼蘭,小荳蔻、木蘭、松露,雪松、橡木苔、龍涎香醚,https://www.1976.com.tw/prod/23241
MCM 動物狂想曲淡香精-勇敢威龍(龍) 迷你瓶,威龍擁有不被定義的靈魂，柚香爆發出果敢氣勢，杏仁花則添上一抹神祕柔情。檀香深沉的尾韻讓整體更具力量，是鼓舞著無畏冒險、探索未知的夢想實踐者。,茶香清新調 、 木質花香調 、 柑橘調,佛手柑、柚子、小柑橘,杏仁花、鈴蘭、茶花,香草、雪松木、檀香,https://www.1976.com.tw/prod/23240
MCM 動物狂想曲淡香精-調皮朵西(臘腸犬) 迷你瓶,最懂傾聽的朋友，依蘭依蘭的溫暖懷抱與洋甘菊的療癒氣息，讓人一靠近就感到安心。檀香穩穩托底，留下深刻的親密連結。這款香氛引導人珍惜情感，是每個人心中最溫柔的存在。,木質花香調 、 辛辣調,粉紅胡椒、肉荳蔻、檸檬,洋甘菊、依蘭依蘭、安息香,雪松、檀香木、香根草,https://www.1976.com.tw/prod/23239
MCM 動物狂想曲淡香精-愉快兔比(兔子)迷你瓶,討喜的開心果，柑橘一登場就滿滿元氣，橙花穿梭其中散發輕快魅力，香根草則讓快樂的氛圍中多一點沉穩。兔比讓你重新回味童年的純真與快樂，是生活中不可或缺的小確幸。,柑橘花香調,柑橘、檸檬、紅醋栗,生薑、橙花、茉莉,龍涎香醚、癒創木、香根草,https://www.1976.com.tw/prod/23238
MCM 動物狂想曲淡香精-魅力汪汪(狗) 迷你瓶,新上市的香水，玫瑰花跟雪松剛好是我兩個喜歡的味道，外型可愛，味道也是舒服的木質調,木質花香調,佛手柑、檸檬、柑橘,玫瑰、鳶尾根、胡蘿蔔籽,雪松、零陵香豆、香根草,https://www.1976.com.tw/prod/23237
Nasomatto Fantomas 千面人中性香精 TESTER,Nasomatto Fantomas 千面人中性香精　充滿愛與神秘，足以掩蓋邪靈，直擊你的感官。令人興奮、濃鬱、性感且迷人，其深沉而強烈的香調，美妙絕倫，令人沉醉。,,木香、榛子葉、覆盆子、琥珀、雪松、麝香,,,https://www.1976.com.tw/prod/23235
Nasomatto Silver Musk 銀色麝香中性淡香精 TESTER,Nasomatto Silver Musk 銀色麝香中性淡香精，是這個品牌唯一的小清新香水，加入了柑橘、麝香、木質調，乾淨的高級皂香感，是一款完美的日常香水。,東方清新調,柑橘、麝香、木質調,,,https://www.1976.com.tw/prod/23234
【身體系列】Le Couvent 洛蔻芳 Herba Mystica 調香師工作室香氛蠟燭(白松香與小豆蔻),延續路易十四的生活品味，Le Couvent 洛蔻芳 將皇家的室內風格轉化為四種不同領域的香氛感受。 INT?RIEURS SINGULIERS 室內香氛系列有著觸動心靈的特色香氣靈魂。,,,,,https://www.1976.com.tw/prod/23225
Diptyque Rose Roche 灼地玫瑰淡香精,Diptyque Rose Roche 灼地玫瑰淡香精 讓人聯想到沙漠玫瑰，一種由空氣、水和陽光塑造而成的花朵。在沙漠的風吹拂下，這種礦物般晶瑩剔透的花朵隨著時間的推移，逐漸形成了其獨特的輪廓。,千葉玫瑰、檸檬香調、廣藿香、Ambroxan,,,,https://www.1976.com.tw/prod/23222
Kilian Old Fashioned 陳釀威士忌淡香精行動香氛,Old Fashioned 是一款來自另一個時代的香水，一種現代精緻的香味，就像老式喜悅中獨特的蘇格蘭威士忌的味道。,東方清新調 、 誘人美食調,小麥、印蒿,蠟菊、雪松,托魯香脂、安息香,https://www.1976.com.tw/prod/23217
Kilian Apple Brandy on the Rocks 紐約冰鎮蘋果白蘭地淡香精行動香氛,酒香和蘋果香氣混合，很舒服清爽的味道，本身不帶甜也不帶粉感，非常適合夏天的香水，男女生都可以用,東方清新調 、 花果清新調,小荳蔻、香檸檬,蘋果、干邑白蘭地、朗姆酒、鳳梨、香草、苔蘚,龍涎香、雪松,https://www.1976.com.tw/prod/23209
Dior 迪奧香氛世家系列 Oud Ispahan Esprit 伊斯帕罕玫瑰淬鍊香精,濃鬱的沉香和玫瑰香氣,玫瑰花香調 、 木質東方調 、 辛辣調,丁香、小茴香,玫瑰,烏木、辛香料,https://www.1976.com.tw/prod/23188
Dior 迪奧香氛世家系列 -Ambre Nuit Esprit 夜之琥珀淬鍊中性香精,"DIOR 迪奧香氛世家系列 - Ambre Nuit 夜之琥珀
閃耀琥珀香的訂製香氛，隱隱透著玫瑰的芬芳。一陣溫暖充滿夜意的浪潮，琥珀與玫瑰花交相輝映映，在光影中緩慢流淌。",東方調 、 辛辣調,肉桂、荳蔻,辛香料,琥珀、麝香,https://www.1976.com.tw/prod/23187
Dior 迪奧香氛世家系列 - Cologne Blanche 晨光古龍香氛,推薦給喜歡痱子粉或是寶寶感香味的你,花香調,橙花,紫羅蘭,琥珀,https://www.1976.com.tw/prod/23185
Dior 迪奧香氛世家系列 - New Look 香氛,New Look 香氛 是一款男女通用的淡香水，充滿對比感，塑造前衛，其創意的創意突破了琥珀香氛的傳統界限，帶來令人窒息的嗅覺衝擊。New Look 香氛擁有獨特的清新氛圍，令人一見傾心，少數的醛香與神秘的乳香交相輝映，最終散發出琥珀的芬芳：令人窒息、性感、令人沉醉的肌膚之親香。,東方清新調,醛類,乳香,琥珀,https://www.1976.com.tw/prod/23184
Issey Miyake Le Sel D'lssey 三宅一生 一生之鹽中性淡香精版本 TESTER,一生之鹽淡香精是一款鮮活而生動的香水，結合了溫潤感性的木質調與澎湃不歇的鹽香清新，氣息恆久不散。,琥珀香調,雪松木,,海藻,https://www.1976.com.tw/prod/23172
Issey Miyake Le Sel D'lssey 三宅一生 一生之鹽淡香精版本,一生之鹽淡香精是一款鮮活而生動的香水，結合了溫潤感性的木質調與澎湃不歇的鹽香清新，氣息恆久不散。,琥珀香調,雪松木,,海藻,https://www.1976.com.tw/prod/23171
Tom Ford Eau de Soleil Blanc 私人調香系列-夏日沙灘清新版淡香水(2025),生平用過香水無數，但在毫無期待下，被同事稱讚「妳今天好香喔」，還是第一次。 香調的組成很適合心態成熟，個性大方明亮的女子。,柑橘花香調 、 誘人美食調 、 花果甜美調,苦橙、橙花、佛手柑、開心果、苦橙葉、小荳蔻,晚香玉、橙花、依蘭依蘭、茉莉、白松香,椰子、香草、零陵香豆、安息香、琥珀,https://www.1976.com.tw/prod/23163
Prada Paradigme 重構本我男性淡香精 TESTER,"模擬生薑 浴水後劃開皮的恣意辛辣 揉合檸檬清透乾甜，展現略帶靈動水氣的刺激清爽
調香大師 Daniela (Roche) Andrier 以清新薑香為靈感，打造極致清新&辛辣奔放的中性氣息。",木質東方調,佛手柑 麝香,天竺葵,秘魯香脂、安息香、癒創木,https://www.1976.com.tw/prod/23156
Etat Libre d'Orange 解放橘郡 試管香氛禮盒(黑盒),"解放橘郡 試管香氛禮盒其中包括：
關鍵實驗、陰暗森林、攻殼機動隊、像你這樣的人、我是垃圾、米波拉橋下、Nostos、如你所述。",,,,,https://www.1976.com.tw/prod/23149
Diptyque Duelle 杜耶爾淡香水 TESTER,有紙張剛印刷完的味道、一張舊木頭桌子上面放著剛燙完的報紙然後旁邊擺一杯奶茶,東方調,東方調,香草、粉紅胡椒,菖蒲,https://www.1976.com.tw/prod/23143
Marly Perseus 珀爾修斯淡香精 行動香氛,"致敬馬利王宮的清晨-耀眼之黃, 熠煌如金",木質清新調,佛手柑、葡萄柚、黑醋栗,乾木、羊絨木、龍涎香,香脂冷杉、木質辛香料、零陵香豆,https://www.1976.com.tw/prod/23137
Marly Haltane 漢爾頓中性淡香精行動香氛,Haltane的前調以佛手柑、薰衣草和鼠尾草的清新香氣開啟，迅速過渡到溫暖平滑的皮革香氣和珍貴木材的交響曲：雪松和接骨木木與一種現代化的榛果糖香調相結合，這是一種對神秘沉香木的超現代演繹。這種對比鮮明的組合中，沉香木在皮膚上留下了光亮的細膩香氣，帶來持久的舒適感。,柑橘花香調,佛手柑、薰衣草、鼠尾草,皮革、雪松、接骨木,廣藿香、沉香木、黃葵,https://www.1976.com.tw/prod/23135
Marly Castley 卡斯利淡香精中性淡香精行動香氛,活力十足、融合辛香調的清新氣息，這是一款靈感來自動態生活節奏的香氛——為在優雅與野性之間穿梭自如的靈魂而生。Parfums de Marly 推出全新淡香精 Castley，獻給那些活出生命全貌、不被定義的人。如 18 世紀的旅行者般，奔放且堅定，隨時啟程。,柑橘花香調,佛手柑、生薑、黑胡椒,檸檬、苦橙葉、辣椒、橙花,Akigalawood,https://www.1976.com.tw/prod/23134
Marly Percival 珀西瓦爾中性淡香精行動香氛,"既有皇家高貴的感覺又帶有異國氣息。
名副其實的誘人香味。",柑橘花香調,佛手柑、葡萄柚、蘋果,肉桂、薰衣草、沉香木、天竺葵,癒創木、香草、岩蘭草,https://www.1976.com.tw/prod/23133
Marly Greenley 格林利中性淡香精行動香氛,清新、皂感十足，青蘋果和雪鬆的芬芳中夾雜著一絲麝香和紫羅蘭的氣息。非常適合春夏,木質調 、 柑橘調 、 柑苔調,佛手柑、柑橘、青蘋果、羊絨木,雪松、苦橙葉、紫羅蘭、蓬萊花,橡樹苔、麝香、安柏木,https://www.1976.com.tw/prod/23131
Marly Layton 蕾敦中性淡香精行動香氛,"20世紀初的美國，有一個傳奇的存在，他是蓋茲比。

西裝筆挺，包括他身上的香氣，助他展現自我。他喜歡Layton，深遂豐富的香氣和男性氣息。散發著蘋果、焦糖、咖啡和香草氣味，使他充滿了自信和力量。

在昏暗的派對中，當他走進房間時，所有人都轉過頭來看他。香氣讓他成為焦點。
他需要的不僅是一種香氣，還需代表繁華和奢侈。

Layton是一種生活方式。代表他所擁有的一切，讓他成為傳奇。",東方花香調,佛手柑、薰衣草、蘋果、橘子,紫羅蘭、茉莉、天竺葵,零陵香木、廣藿香、檀香、荳蔻、香草、胡椒,https://www.1976.com.tw/prod/23130
Guerlain Oud Essentiel 嬌蘭東方沉香純粹淡香精(2024),沉香木從頭到尾都佔據主導地位，還夾雜著一絲玫瑰的芬芳,木質東方調 、 皮革香調,沉香、皮革、玫瑰,,,https://www.1976.com.tw/prod/23127
Frederic Malle Eau De Magnolia 木蘭沁夏(水澤木蘭)淡香水,Frederic Malle Eau De Magnolia ，木蘭花散發著柑橘和玫瑰的芬芳，既迷人又令人驚艷。,柑橘花香調,檸檬、葡萄柚、佛手柑,木蘭、香根草、廣藿香、瓜爾酮、茉莉,橡樹苔蘚、廣藿香,https://www.1976.com.tw/prod/23125
Frederic Malle The Moon 月亮淡香精,Frederic Malle 在2019年推出了The Moon 月亮，融合了烏木和紅色水果的芬芳，是 Julien Rasquinet 為 Desert Gems 系列調製的一款向月亮致敬的香水。,東方花香調 、 花果甜美調,覆盆子、荔枝、藏紅花,乳香、土耳其玫瑰,烏木、皮革,https://www.1976.com.tw/prod/23123
Frederic Malle Le Parfum de Therese 特蕾莎之香淡香精,Frederic Malle Le Parfum de Therese 特蕾莎之香淡香精，以一生摯愛為創作靈感，這是一首永恆的愛之宣言。,柑苔調 、 花果甜美調,哈密瓜、黃瓜,李子、玫瑰、茉莉,香根草、廣藿香,https://www.1976.com.tw/prod/23122
Kilian Back to Black 回歸黑暗淡香精,慵懶的蜂蜜融合甜美的香料，與神秘的煙熏香氛精華和香草精交織，成就了“回歸黑暗”，藍甘菊和雪松木的香氣籠罩在煙霧繚繞中。檀香木的香調營造出美食菸草的和諧氛圍，帶來真正的感官享受。,木質東方調 、 誘人美食調,香檸檬、藏紅花、肉荳蔻、小荳蔻、芫荽,樹莓、洋甘菊、乳香、蜂蜜、杏仁、煙草、櫻桃,廣藿香、橡木、雪松、香草、天竺葵、薑餅、勞丹脂、安息香脂、零陵香豆、琥珀,https://www.1976.com.tw/prod/23119
Chanel Comete 香奈兒精品香水 幸運星辰淡香水迷你瓶,Chanel Comete 香奈兒精品香水 幸運星辰淡香水於2024年推出。清新的櫻花香調，閃耀而濃鬱，與鳶尾花和天芥菜的性感香調交相輝映。,花香調,櫻花,天芥菜、鳶尾花,麝香,https://www.1976.com.tw/prod/23117
Chanel Coromandel 香奈兒精品香水 東方屏風淡香水迷你瓶,香奈兒女士深諳捕捉風格，並巧妙地運用，這一點從她巴黎寓所牆上那些飾有神秘亞洲花卉的珍貴科羅曼德屏風便可見一斑。科羅曼德屏風濃鬱的琥珀香調，更展現了這款奢華的魅力。,木質東方調,綠葉,梔子花、果香、椰子,香草,https://www.1976.com.tw/prod/23116
Kilian Bamboo Harmony 竹之諧韻 (竹取物語) 淡香精,Kilian Bamboo Harmony 竹之諧韻 (竹取物語) 淡香精，白茶的芬芳中夾雜著柑橘和綠色含羞草的芬芳，提升了佛手柑、苦楝和橙花油精粹的香氣。基調中的無花果葉，邀請您進入平靜的冥想狀態，躺在柔軟的綠色苔蘚上。,茶香清新調,苦楝、含羞草、白茶,,,https://www.1976.com.tw/prod/23112
Lattafa Oud Najdia 中性淡香精,Lattafa 拉塔法 杜拜沙龍香，Jean Paul Gaultier Ultra Male 超級裸男 平替香水,東方清新調,蘋果、佛手柑,肉桂皮、木質調,麝香、香草,https://www.1976.com.tw/prod/23111
Afnan Supremacy Collector's Edition 男性淡香精,Creed Absolu Aventus 神級平替,木質東方調,鳳梨、佛手柑、蘋果、白花香,橙花、樺木、琥珀,橡樹苔蘚、麝香、龍涎香,https://www.1976.com.tw/prod/23110
Serge Lutens L'Orpheline 蘆丹氏 孤女淡香精迷你瓶,焚香，麝香主調，微酸甜木質貫穿全場，還有美妙的辛香藥感。,東方調,焚香、麝香,檀香木、薄荷乳香,檸檬,https://www.1976.com.tw/prod/23109
Serge Lutens Nuit De Cellophane 蘆丹氏 八月夜桂花中性淡香精迷你瓶,是lutens香水線中少有的比較清新的香氣，清甜桂花被其他白花包裹起來，最明顯的就是小花茉莉融合了柑橘，百合與蜂蜜交融整體甜甜的卻不會膩口，是屬於初秋的香氣,花香調,柑橘、中國桂花、茉莉、康乃馨、百合、麝香、杏仁、木質、蜂蜜,,,https://www.1976.com.tw/prod/23108
Tom Ford Lost Cherry 失落櫻桃中性淡香精迷你瓶,酒釀櫻桃的意象貫穿了整支香水，酸甜之中帶有杏仁的苦味、香草的溫暖和木質調的乾燥氛圍。有人說它是「行走的春藥」，這形容或許有些豔麗，但它的確不是青春少女的甜美，而是優雅細緻、高級的性感，非常適合在約會時穿。,花果甜美調,黑櫻桃、櫻桃甜酒、苦杏仁,酸櫻桃糖漿、土耳其玫瑰、雙瓣茉莉,秘魯香脂、烤零陵香豆、檀香、香根草、雪松,https://www.1976.com.tw/prod/23100
TOM FORD Private Blend 私人調香系列試管香氛禮盒,一次收錄5支TOM FORD熱門的試管，想嘗試TOM FORD品牌的超值選擇。TOM FORD在台灣要親自試香較不容易，這類禮盒可以讓更多有興趣嘗試這個品牌的人，有更便利的嘗試管道可以了解這個品牌的特色。,,,,,https://www.1976.com.tw/prod/23096
Atelier Cologne Orange Sanguine 歐瓏赤霞橘光精醇古龍水行動香氛,非常特別的香氣，瓶身雖然簡單卻很有質感。無論男女只要噴上立馬變身文藝小清新。,柑橘調,血橙、苦橙、血柑橘,天竺葵、茉莉、胡椒,檀香、琥珀、零陵香豆、雪松,https://www.1976.com.tw/prod/23094
Maison Margiela Replica Ideal One 夢中人淡香精,非常特別的香氣，瓶身雖然簡單卻很有質感。無論男女只要噴上立馬變身文藝小清新。,沉香香調 (琥珀木、香草)、 癒創木、麝香,欖香脂、柑橘、佛手柑,橙花、薰衣草,,https://www.1976.com.tw/prod/23093
Clean Beach Vibes 海灘氛圍中性淡香水,想找支味道很輕柔簡單的香水，我是光看網友的介紹就下單了，簡約透明的瓶身，味道也是極為自然，不搶眼不過激，宛如天然的體香一樣，就是Clean，潔淨又舒適。在冬天使用，就是冬日裡的一抹陽光，閃耀卻又溫暖。,海洋香調、海鹽、睡蓮、橙花,梨花、貝利尼、柑橘,,龍涎香、白雪松、檀香,https://www.1976.com.tw/prod/23091
Clean Reserve Solar Bloom 燦爛陽光中性淡香精,靈感源自於撫摸肌膚時的陽光光芒。香氣以閃閃發光的柑橘香和盛開的花香開頭，為樸實的木炭色調增添了活力。椰子水增添了一絲性感。,木質花香調 、 柑橘花香調,佛手柑、青柑、小蒼蘭,橙花、茉莉花瓣,木炭、龍涎香、雪松、性感麝香、椰子水、香根草,https://www.1976.com.tw/prod/23090
4711 旅行迷你香氛禮盒,,草香清新調 、 花香調 、 柑橘調,,,,https://www.1976.com.tw/prod/23083
Ormonde Jayne Montabaco Cuba 雲煙之息中性香精,Montabaco Cuba 以美食的韻味捕捉了拉丁美洲的精髓。融合佛手柑、木蘭和茉莉的香調，並融入檀香和香草精的芬芳，使雲煙之息成為一款不容錯過的卓越香氛。,茶香清新調 、 東方花香調,香檸檬、柳橙、柑橘、小蒼蘭、杜松子,乾燥木質、茶葉、黃玉蘭、茉莉,零陵香豆、香草、菸草、檀木、Iso E Super、龍涎香、麂皮,https://www.1976.com.tw/prod/23062
MCM 動物狂想曲淡香精-勇敢威龍(龍),威龍擁有不被定義的靈魂，柚香爆發出果敢氣勢，杏仁花則添上一抹神祕柔情。檀香深沉的尾韻讓整體更具力量，是鼓舞著無畏冒險、探索未知的夢想實踐者。,茶香清新調 、 木質花香調 、 柑橘調,佛手柑、柚子、小柑橘,杏仁花、鈴蘭、茶花,香草、雪松木、檀香,https://www.1976.com.tw/prod/23061
MCM 動物狂想曲淡香精-魅力汪汪(狗),走到哪都閃閃發光的萬人迷！玫瑰的高雅香氣搭配雪松的穩重底蘊，再由岩蘭草帶出低調卻迷人的溫度，是一位舉手投足都散發自信與品味的時尚達人，喚醒心中的魅力型人格。,木質花香調,佛手柑、檸檬、柑橘,玫瑰、鳶尾根、胡蘿蔔籽,雪松、零陵香豆、香根草,https://www.1976.com.tw/prod/23060
MCM 動物狂想曲淡香精-調皮朵西(臘腸犬),最懂傾聽的朋友，依蘭依蘭的溫暖懷抱與洋甘菊的療癒氣息，讓人一靠近就感到安心。檀香穩穩托底，留下深刻的親密連結。這款香氛引導人珍惜情感，是每個人心中最溫柔的存在。,木質花香調 、 辛辣調,粉紅胡椒、肉荳蔻、檸檬,洋甘菊、依蘭依蘭、安息香,雪松、檀香木、香根草,https://www.1976.com.tw/prod/23059
MCM 動物狂想曲淡香精-愉快兔比(兔子),討喜的開心果，柑橘一登場就滿滿元氣，橙花穿梭其中散發輕快魅力，香根草則讓快樂的氛圍中多一點沉穩。兔比讓你重新回味童年的純真與快樂，是生活中不可或缺的小確幸。,柑橘花香調,柑橘、檸檬、紅醋栗,生薑、橙花、茉莉,龍涎香醚、癒創木、香根草,https://www.1976.com.tw/prod/23058
