name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Acqua Di Parma Rosa Nobile 高貴玫瑰花淡香精,作為對“花中皇后”玫瑰的的致敬，Acqua di Parma 在2014年推出了 Rosa Nobile 高貴玫瑰花，這款珍貴優雅的香水頌揚了與生俱來的女性魅力！,玫瑰花香調,柑橘、佛手柑、胡椒,千葉玫瑰淨油、牡丹、紫羅蘭、鈴蘭,麝香、弗吉尼亞雪松、龍涎香,https://www.1976.com.tw/prod/19971
Katy Perry's Indi Visible 女性淡香精,這是瓶味道非常濃烈具侵略性的性感撲倒香，不是爽身粉椰子糖之類的,誘人美食調,粉紅胡椒、李子、香草、朗姆酒,椰子、梔子花、零陵香豆,檀香、廣藿香、麝香,https://www.1976.com.tw/prod/16261
Ralph Lauren Ralph Blue 女性淡香水,如同悶熱夏夜，微風吹來一陣茉莉加梔子花的味道(結果加起來還真有點像玉蘭花)，隨著微微涼風貼近肌膚，靜靜的散發著幽香。很愛，很簡單的味道。,花香調,蓮花、槴子花、茉莉,玫瑰、晚香玉,橙木、麝香、白檀,https://www.1976.com.tw/prod/3038
Missoni 日出之水女性淡香水,初噴的第一個味道像日出時周圍的空氣，那種清新的大地芳草味，由夜晚凝結的露珠蒸散所帶動，而後慢慢的樹葉上的露珠滴落，樹木與芳草的露珠進行上與下緩慢地互換，形成特殊的氣息流動。,木質花香調,血橙、水晶梨、粉紅色漿果、睡蓮萃取,小蒼蘭、牡丹、薔薇葉、玫瑰水精華,麝香、天芥菜、白雪松、喬治木,https://www.1976.com.tw/prod/14664
Tory Burch Divine Moon 恬淨月光淡香精,Tory Burch推出「夢境之粹香氛系列」，五款夢幻花香+復古經典瓶身，飄出陣陣仙氣。,木質花香調 、 誘人美食調,佛手柑、大黃,美洲番茉莉、蜂蜜,檀香、杏仁牛奶,https://www.1976.com.tw/prod/21208
JLo Live 珍妮佛羅培茲珍愛女性淡香精,"第一次買JLO的香水.意外的喜歡上這瓶香水了.溫和的果香味.持久性超高.到隔天早上還有淡淡的香味.
男友也愛上了這個味道...",花果清新調,義大利柑橘、西西里島檸檬、鳳梨,紫羅蘭木、紅醋栗、牡丹,麝香、香草、檀木,https://www.1976.com.tw/prod/2814
Moschino Toy 2 Pearl 珍珠熊女性淡香精,Moschino Toy 2 Pearl 結合了檸檬、冰沙、小蒼蘭、茉莉、麝香、柏木和岩蘭草的香調。瓶身以Moschino標誌性的泰迪熊造型為基礎，並以彩虹色的瑪瑙漆裝飾，散發著獨特的乳白色光澤，如同塔希提珍珠母貝的美麗光芒。,誘人美食調 、 花果清新調,檸檬、冰沙、野馬鬱蘭,茉莉花、沙灘 、小蒼蘭,香根草、絲柏、麝香,https://www.1976.com.tw/prod/21689
Boucheron Quatre 伯瓊經典環戒女性淡香精迷你瓶,"它帶著一絲的甜味、與清新的氣息搭成了完美的比例。
本身是個怕甜膩味的人，但這支香味完全不會讓人覺得太過甜膩～
它是清新中帶點甜蜜感的味兒，很適合女孩使用哦。",柑橘花香調 、 花果甜美調,苦橙精華、巴西綠柑橘精華、紅醋栗、野草莓,茉莉花、玫瑰、Petalia,黃金木、雪松、喀什米爾、麝香,https://www.1976.com.tw/prod/14286
Acqua Di Parma Peonia Nobile 高貴牡丹女性淡香精,韓國藝人IU李知恩愛用的香水，靈感來自多面牡丹花，既精緻又有氣場，柔軟且充滿活力。,玫瑰花香調,黑胡椒、覆盆子,牡丹、埃及天竺葵、小蒼蘭、土耳其玫瑰,琥珀、廣藿香、麝香,https://www.1976.com.tw/prod/19833
Juliette Has a Gun Lady Vengeance 復仇女神淡香精,這款香水以木質花香為基調，前味的薰衣草與佛手柑清新提神，中調多層次玫瑰與天竺葵增添柔美氣息，而後味的龍涎香、白麝香與香草融合，帶來溫暖醇厚且略帶性感的尾韻，整體香氣優雅而持久，龍涎香的存在讓香氣更加深邃迷人。,木質花香調,薰衣草、佛手柑,保加利亞玫瑰、摩洛哥玫瑰、廣藿香、Iso E Super、天竺葵,白麝香、降龍涎香醚、香草,https://www.1976.com.tw/prod/20872
Sarah Jessica Parker Lovely you 可愛的妳女性淡香精,嬰兒爽身粉+剛洗過的帶有麝香背景的床單。非常柔軟可愛，適合睡覺時穿著，持久度比較低。,花香調,小蒼蘭、梅花、睡蓮,橙花、粉紅牡丹、茉莉,麝香、香草蘭、安息香,https://www.1976.com.tw/prod/21105
Agent Provocateur Maitresse 地下情女性淡香精,是我的夜遊香水，濃郁 、 冶豔 、 性感，是不常見的花香調，宛如黑夜裡一朵帶刺的紅玫瑰，非常勾引人；在寒冬日常時用又有另一番風情，馥郁芬芳帶出濃濃的女性嬌柔。如果駕馭的了濃香的人一定要擁有!,東方花香調,紫羅蘭葉、白蓮花、伊蘭樹,土耳其玫瑰精油、茉莉、鳶尾花蕾,羊絨麝香、廣藿香、琥珀、檀香,https://www.1976.com.tw/prod/3818
Ariana Grande Cloud Intense 亞莉安娜雲朵 2.0 女性淡香精,我真的很喜歡這款香水！是之前Cloud的升級版，不會太甜，還帶點奶油味！,誘人美食調,佛手柑、梨、薰衣草,椰子、鮮奶油、果仁糖、香草蘭花,開司米木香、龍涎香、木質元素、麝香,https://www.1976.com.tw/prod/21382
BOSS Orange 橙鑽魅力女性淡香水,這個味道，聞起來很順，噴在身上有種讓人覺得有自信又驕傲的感覺。,花果清新調,甜蘋果,香橙花,檀香、橄欖木、香草,https://www.1976.com.tw/prod/6682
Bebe sheer 性感尤物女性淡香精,一直對果香有著刻板印象，總覺得很孩子氣不夠特別，但這款顛覆以往的想像。鮮明的柑橘和清新蘋果帶來全新的感官享受，乘著茉莉交織成脫俗的花果香，香氣舒服宜人，有些野性又略帶嬌羞，重點是價錢親民好入手，買了絕不會後悔!,花香調 、 花果清新調,綠色花卉、柑橘、蘋果,玫瑰、茉莉、小蒼蘭、牡丹,麝香、琥珀、檀香,https://www.1976.com.tw/prod/8815
Katy Perry Mad Potion 凱蒂佩芮愛情靈藥女性淡香精,"剛噴下去時散發出來的甜味其實有些過頭，但 只要過了這份""甜蜜期""後，接著而來的是淡淡的甜香， 有些綿密奶油蛋糕及奶油麝香的味道，味道很甜 且味道容易辨認，和其他款香水不同的甜味，很適合女生使用。",花果甜美調,大溪地香草、蘋果麝香、粉紅牡丹,馬達加斯加波旁香草、奶油麝香、茉莉花瓣,墨西哥香草、神奇麝香、琥珀花,https://www.1976.com.tw/prod/13282
Ariana Grande Moonlight 亞莉安娜月光女性淡香精,"在家睡覺的時候噴，出去約會的時候噴，都讓我心情很好~~
甜甜香香的味道讓我整個人都少女了起來❤️❤️",花果甜美調,黑加侖、李子,棉花糖、牡丹,琥珀、檀香木、香草,https://www.1976.com.tw/prod/15752
Juliette Has a Gun Lady Vengeance 復仇女神淡香精 TESTER,氣場氛圍很強但又不失優雅的氣味！當時在挑選Juliette has a gun的香水時最喜歡這隻！前調的薰衣草與中味的玫瑰花是本香水的主要角色，創造出帶點草本的清甜香氣，不會過於陽剛、也不會過於陰柔，佐以強大的擴香與持香能力，營造出帶槍歸來的甜美復仇形象！最後在基調的白麝香、降龍涎香醚、香草的搭配下，也呈現出一種柔和感，體現陰柔的力量與偉大。,木質花香調,薰衣草、佛手柑,保加利亞玫瑰、摩洛哥玫瑰、廣藿香、Iso E Super、天竺葵,白麝香、降龍涎香醚、香草,https://www.1976.com.tw/prod/21063
Moschino Toy 2 Pearl 珍珠熊女性淡香精迷你瓶,Moschino Toy 2 Pearl 結合了檸檬、冰沙、小蒼蘭、茉莉、麝香、柏木和岩蘭草的香調。瓶身以Moschino標誌性的泰迪熊造型為基礎，並以彩虹色的瑪瑙漆裝飾，散發著獨特的乳白色光澤，如同塔希提珍珠母貝的美麗光芒。,誘人美食調 、 花果清新調,檸檬、冰沙、野馬鬱蘭,茉莉花、沙灘 、小蒼蘭,香根草、絲柏、麝香,https://www.1976.com.tw/prod/21690
Van Cleef & Arpels moonlight patchouli 月夜廣藿香女性淡香精,"MOONLIGT PATCHOULI 月夜廣藿香
瓶身選用閃亮的黑漆包裹瓶身，簡約黑色琺瑯漆瓶蓋，香調的使用上在廣藿香的帶領之下，盛開的保加利亞玫瑰與帶著粉物美感的鳶尾花同聲唱和，在這花香與木質香交錯之際，皮革香氣沉穩的跟隨其後，烙印下它珍貴的名稱─月夜廣藿香。",木質花香調 、 柑苔調 、 誘人美食調 、 皮革香調,可可果、廣藿香、木質香,鳶尾花、玫瑰,果香、皮革、絨面革,https://www.1976.com.tw/prod/20455
Gres Cabotine Rose 粉紅佳人女性淡香水,甜甜的味道，男朋友說很像洗髮店的香味，淡淡的沒有很重，所以很適合日常上班上課噴，不會造成別人的負擔，本身就喜歡甜甜香味的我覺得他甜味不會很重，很適合大眾女生,花果清新調,水梨、 柑橘、 朝露、 櫻花,含羞草、 牡丹、 茉莉、 晚香玉、 綠椒,李子、 岩蘭草、 檀香,https://www.1976.com.tw/prod/2736
Philipp Plein Fatale 命中註定香檳女性淡香精,"誘惑力,是她真正的武器。 還有什麼比一瓶香檳更值得慶祝的呢？ 畢竟，每個女人都喜歡香檳！",誘人美食調 、 花果甜美調,粉紅胡椒、佛手柑、黑加侖,玫瑰、依蘭依蘭、晚香玉、茉莉花,檀木、果仁糖、琥珀、香草、廣藿香、麝香,https://www.1976.com.tw/prod/21914
Perry Ellis 360°度女性淡香水,盲買的一款香水，被200ml的大容量吸引，到手後果然是好大一支。一開始會有濃濃的荔枝果凍味，隨後是純粹的花香味，完全沒有一點甜味，適合35歲以上的女性。個人覺得也蠻適合運動前使用，可以讓中和汗臭味,水生花香調,百合、甜瓜、桂花、玫瑰、蜜橘,薰衣草、睡蓮、鼠尾草、鈴蘭,檀木、琥珀、麝香、香草、香根草,https://www.1976.com.tw/prod/2964
Estee Lauder Youth Dew 青春之露女性淡香精,「青春之露」的味道和「鴉片」有點像，不過，少了幾分冶豔、多了幾分溫馨。透過這樣的香味，好像看見了冬天樹林裡的小木屋，裡頭鋪設了厚實、溫暖的地毯，壁爐裡的火光熒熒，爐旁有個編織著毛線的慈愛母親，空氣裡飄散著節慶一般的香料氣息，雖然並不是那麼精緻細膩，仍是非常可人的。抹在身上，不自覺地也被這樣的敦厚氣氛感染，連行止間也穩重起來了......,東方花香調 、 辛辣調,橙、桃花、佛手柑、水仙、薰衣草,肉桂、決明子、蘭花、茉莉、丁香、依蘭、玫瑰、山谷百合、辛香,吐魯香脂、秘魯香脂、琥珀、廣藿香、麝香、香草、橡苔、香根草、檀香,https://www.1976.com.tw/prod/10547
Workshop Tea Rose 茶玫瑰女性淡香水,真的是滿滿的玫瑰香氣，香氣濃郁，可以持續一整天，因為容易流汗，通常我都選擇香味較持久的香精購買，想不到這瓶香水的香味比任何香精都還持久，玫瑰的香氣與我另一瓶Jo Malone red roses cologne的香味好像，甚至香氣還更持久，真的是便宜的好物,玫瑰花香調,牡丹、洋甘菊,茶玫瑰、錦緞玫瑰、保加利亞玫瑰,天竺葵葉、紫羅蘭葉、雪松,https://www.1976.com.tw/prod/18543
Roberto Cavalli Paradiso 天堂女性淡香精,"如其名，其柑橘與花香如置身熱帶陽光沙灘，然香味卻濃。
與VERSACE 浮華淡香精有些許雷同，但比較濃厚些，VERSACE反優雅。",木質花香調 、 柑橘調,柑橘、佛手柑,茉莉,松樹、柏樹、月桂葉,https://www.1976.com.tw/prod/15394
Missoni 幻鏡之水女性淡香精,"這和chloe同名很像幾乎一樣,會對chloe同名暈香的人,可選用這支,持久度還不錯,睡前噴到隔天早上都還聞的到",柑橘花香調 、 花果甜美調,檸檬、佛手柑、雪松、蜜糖蘋果、西洋梨,淺粉玫瑰、印度茉莉,龍涎香、零陵香豆、檀香,https://www.1976.com.tw/prod/16195
JLo Live Luxe 珍妮佛羅培茲珍愛安可女性淡香精,這是我用了N瓶的香水，甜甜果香味真的讓人聞起來一整天心情都會很好，瓶身很美很漂亮，買來自己用，像是自己送給自己最好的禮物～,花果甜美調,柑橘、蘋果、甜瓜、西洋梨、桃子,鈴蘭花瓣、金銀、鳶尾草,麝香、香草、檀木,https://www.1976.com.tw/prod/3587
Jo Malone 英國梨與甜豌豆香水迷你瓶-English Pear & Sweet Pea,這支的味道像是清新版的Burberry My Burberry 女性淡香水，一樣有甜豌豆，所以一聞就想起來另一隻，味道很豐滿冬天很適合，搭上了英國梨會比Burberry那支清爽很多，我會只噴耳後一下、帶出一點味道就好，再搭其他的。,花果清新調,威廉梨,甜豌豆,白麝香,https://www.1976.com.tw/prod/21529
Moschino Fresh Couture 小清新清潔劑女性淡香水,"我第一眼是給香水的造型給吸引，
但他的香味果然沒讓人失望，
他的牡丹桂花味很濃，
香味很持久。",柑橘花香調,柑橘、佛手柑、伊蘭伊蘭,覆盆莓、白牡丹、桂花,雪松木、白廣藿香、龍涎香,https://www.1976.com.tw/prod/13901
Roberto Cavalli Paradiso Azzurro 蔚藍天堂女性淡香精,第一次聞到試管小香的驚豔，讓人心動彷彿吹著香甜的海風；怡然自得的舒適香調，會莫名的想一噴再噴，隨時隨地讓香味不停的徘迴在身上。,水生花香調,柑橘、佛手柑、薰衣草,茉莉、海洋調、蘋果、桃子、玫瑰、晚香玉,柏樹、喀什米爾木、琥珀木、檀木、香草,https://www.1976.com.tw/prod/15812
Kate Spade Bloom 桃氣花語淡香水,前調的蘋果味蠻明顯的，酸酸甜甜的，不會太過甜膩。一開始還有點覺得跟自己手邊的光韻很像，但仔細聞，光韻的花香比較重，但桃氣花語再夾雜著果香。穿一整天到後面蠻有偽體香的感覺，超級喜歡,木質花香調 、 花果清新調,玉青蘋果、檸檬、甜橙,山茶花、橙花、伊蘭伊蘭,雪松、喀什米爾、檀香,https://www.1976.com.tw/prod/21655
Kenzo Jungle Elephant 叢林大象女性淡香精,甜美而馥郁的香氣 帶一點頑皮可愛的感覺 相當強烈 持續力也相當久 適合年輕活潑 甜姐兒型的陽光女孩,東方花香調,小豆寇香、 橘子香,丁子香、 奶香芒果、 依蘭香、 香水草、 葛縷子香,甘草香、 香子蘭、 廣蕾香,https://www.1976.com.tw/prod/3300
Perry Ellis Reserve 女性淡香精,在相互有好感的男女關係下，被贈與這瓶是第一次接觸香水的開始～中間跑票過BVLGARI、KENZO、CHLOE，但還是鐘愛這支！不是妳所想像那樣普遍的檀香、小蒼蘭味蕾，而是一種森林系的小清新！,東方花香調,橡苔、荷花、金盞花、玫瑰,洋甘菊、紫羅蘭、小蒼蘭,廣藿香、檀香,https://www.1976.com.tw/prod/8093
Sarah Jessica Parker NYC 莎拉潔西卡派克紐約時尚女性淡香精,味道真的很誘人喔~前味是濃郁水果軟糖的酸甜，中味就漸漸轉為清新的花香，最喜歡的後味殘留在身上有溫暖的感覺,花果甜美調,義大利佛手柑、野生紅草莓、白桂花,大馬士革、紅玫瑰、梔子花、含羞草,柔潤麝香、蘭姆酒、香草,https://www.1976.com.tw/prod/14154
Tory Burch Cosmic Wood 晨曦茉莉淡香精,Tory Burch推出「夢境之粹香氛系列」，五款夢幻花香+復古經典瓶身，飄出陣陣仙氣。,花香調,豆蔻、黃葵,茉莉花、鼠尾草,岩蘭草,https://www.1976.com.tw/prod/21205
Ariana Grande Thank U Next 謝謝下一位女性淡香精,莓果和椰子的味道很明顯，有種坐在沙灘上曬著太陽，吃著覆盆子馬卡龍，喝著一杯鮮榨椰子汁的夏日悠閒感！,誘人美食調,梨、覆盆子,粉紅玫瑰、椰子,麝香、馬卡龍,https://www.1976.com.tw/prod/18007
