epoch,loss
1,1.5625967979431152
2,0.995395302772522
3,1.092480182647705
4,0.25605013966560364
5,0.6149476766586304
6,0.542564332485199
7,0.2694511413574219
8,0.44324126839637756
9,0.12547491490840912
10,0.40145307779312134
